flops 4.1 GMac params 30.79 M
Files already downloaded and verified
Files already downloaded and verified
/usr/local/miniconda3/envs/transformer/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:131: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
epoch 0 lr 0.005 loss 0.024503623029589652 acc 0.8131
epoch 1 lr 0.005 loss 0.006086021420657635 acc 0.9541
epoch 2 lr 0.00499913648064003 loss 0.0035162121070176364 acc 0.964
epoch 3 lr 0.004996546774749476 loss 0.0027538491947203874 acc 0.9689
epoch 4 lr 0.00499223343805539 loss 0.002299439063258469 acc 0.9741
epoch 5 lr 0.004986200727300336 loss 0.001992387376986444 acc 0.975
epoch 6 lr 0.0049784545960414915 loss 0.0018169140930473806 acc 0.9768
epoch 7 lr 0.004969002688775205 loss 0.0016090736910514534 acc 0.9777
epoch 8 lr 0.004957854333392808 loss 0.0015050927400961519 acc 0.9771
epoch 9 lr 0.004945020531975104 loss 0.0013862326970882715 acc 0.9776
epoch 10 lr 0.004930513949934651 loss 0.0012719690673612058 acc 0.9791
epoch 11 lr 0.004914348903516519 loss 0.0012210185650736094 acc 0.9798
epoch 12 lr 0.0048965413456698945 loss 0.0011283023825474083 acc 0.9795
epoch 13 lr 0.00487710885030444 loss 0.001045794267822057 acc 0.9785
epoch 14 lr 0.004856070594946967 loss 0.0010682432748097927 acc 0.9813
epoch 15 lr 0.0048334473418155345 loss 0.000991838735435158 acc 0.981
epoch 16 lr 0.004809261417329644 loss 0.0009178517105523497 acc 0.9821
epoch 17 lr 0.004783536690076761 loss 0.0008875332049559802 acc 0.9824
epoch 18 lr 0.004756298547256901 loss 0.0008373565604537725 acc 0.9827
epoch 19 lr 0.004727573869628527 loss 0.0008078252284415067 acc 0.983
epoch 20 lr 0.0046973910049804835 loss 0.0007853491838183254 acc 0.9823
epoch 21 lr 0.004665779740156158 loss 0.0007605009025521577 acc 0.9844
epoch 22 lr 0.004632771271657459 loss 0.0007283606913033873 acc 0.9831
epoch 23 lr 0.004598398174857631 loss 0.0006907643132470548 acc 0.9832
epoch 24 lr 0.004562694371853304 loss 0.0006935504322499036 acc 0.9836
epoch 25 lr 0.00452569509798747 loss 0.0006875189206656068 acc 0.983
epoch 26 lr 0.004487436867076458 loss 0.000645041473209858 acc 0.9836
epoch 27 lr 0.004447957435375205 loss 0.0006264411660796031 acc 0.9839
epoch 28 lr 0.004407295764316391 loss 0.0006492203542776406 acc 0.9842
epoch 29 lr 0.0043654919820602075 loss 0.0006261290785577148 acc 0.985
epoch 30 lr 0.004322587343892709 loss 0.0005841523772850632 acc 0.9841
epoch 31 lr 0.004278624191511828 loss 0.0005839155498426408 acc 0.9847
epoch 32 lr 0.004233645911241229 loss 0.0005674083899334073 acc 0.9847
epoch 33 lr 0.004187696891213244 loss 0.0005813376453146339 acc 0.9846
epoch 34 lr 0.004140822477563149 loss 0.0005347020413726568 acc 0.9846
epoch 35 lr 0.004093068929678001 loss 0.0005478595186257734 acc 0.9846
epoch 36 lr 0.004044483374544207 loss 0.0005103194840764627 acc 0.9845
epoch 37 lr 0.003995113760238878 loss 0.0005359483780479059 acc 0.9839
epoch 38 lr 0.003945008808610866 loss 0.000509589012679644 acc 0.9853
epoch 39 lr 0.003894217967198187 loss 0.000498170418785885 acc 0.9848
epoch 40 lr 0.00384279136042926 loss 0.00048608616467099634 acc 0.9847
epoch 41 lr 0.0037907797401561583 loss 0.0005027272291202098 acc 0.9845
epoch 42 lr 0.0037382344355686515 loss 0.00047477732092142107 acc 0.9853
epoch 43 lr 0.003685207302538496 loss 0.000482356751174666 acc 0.9851
epoch 44 lr 0.00363175067244395 loss 0.0004811932765878737 acc 0.9846
epoch 45 lr 0.003577917300525019 loss 0.0004294283606810495 acc 0.9839
epoch 46 lr 0.0035237603138204045 loss 0.00042850411112420263 acc 0.9854
epoch 47 lr 0.0034693331587375333 loss 0.0004381469962699339 acc 0.9853
epoch 48 lr 0.0034146895483074 loss 0.00044346541278529914 acc 0.9842
epoch 49 lr 0.0033598834091762985 loss 0.0004412217590212822 acc 0.9855
epoch 50 lr 0.0033049688283867252 loss 0.00045632199546322225 acc 0.9853
epoch 51 lr 0.0032500000000000007 loss 0.00043185210024472326 acc 0.9845
epoch 52 lr 0.0031950311716132758 loss 0.00041748213801532985 acc 0.985
epoch 53 lr 0.0031401165908237017 loss 0.0004153180270968005 acc 0.9849
epoch 54 lr 0.0030853104516926 loss 0.00039799433528911324 acc 0.9846
epoch 55 lr 0.0030306668412624677 loss 0.0004074162172572687 acc 0.9847
epoch 56 lr 0.0029762396861795965 loss 0.00039848983718082306 acc 0.986
epoch 57 lr 0.002922082699474982 loss 0.00038620227380422873 acc 0.9853
epoch 58 lr 0.002868249327556051 loss 0.000413619076278992 acc 0.9853
epoch 59 lr 0.0028147926974615048 loss 0.00039601799931842833 acc 0.9852
epoch 60 lr 0.0027617655644313487 loss 0.00039713845334015784 acc 0.9848
epoch 61 lr 0.002709220259843843 loss 0.00038029676425736396 acc 0.9851
